Time (s),Data Rate (kbpms),Time (s),Packet Interval (ms),Packet Length (bytes)
7.55,212.704,7.54995,0.22,1514
7.56,0,7.559758,0.04,186
7.57,0,7.559758,0.04,186
7.58,121.12,7.587171,27.413,1514
7.59,59.888,7.589988,0.629,1514
7.6,0,7.591077,0.209,1430
7.61,0,7.623246,32.169,579
7.62,4.632,7.623246,32.169,579
7.63,187.04,7.630112,6.866,1514
7.64,0,7.634292,0.034,78
7.65,0,7.634292,0.034,78
7.66,0,7.670508,36.216,1514
7.67,173.864,7.670508,36.216,1514
7.68,9.248,7.681335,6.563,78
7.69,0,7.681796,0.461,1078
7.7,0,7.71329,31.494,1514
7.71,47.408,7.71329,31.494,1514
7.72,6.392,7.724425,10.118,76
7.73,0,7.724837,0.412,723
7.74,0.672,7.749523,24.686,84
7.75,30.4,7.749523,24.686,84
7.76,0,7.75487,0.1,772
7.77,8.624,7.775067,20.197,1078
7.78,0,7.775067,20.197,1078
7.79,38.48,7.795302,20.235,1514
7.8,0,7.796966,0.061,268
7.81,0,7.796966,0.061,268
7.82,4.12,7.826857,29.891,515
7.83,45.92,7.826857,29.891,515
7.84,0,7.839696,0.168,1122
7.85,124.8,7.856572,16.876,975
7.86,16.944,7.859932,0.147,975
7.87,43.312,7.878904,18.488,1514
7.88,65.296,7.879767,0.093,872
7.89,164.024,7.890485,1.263,1514
7.9,0,7.894604,0.023,772
7.91,0,7.920138,25.534,1514
7.92,67.376,7.920138,25.534,1514
7.93,0,7.925005,3.576,545
7.94,1.552,7.940085,15.08,78
7.95,0,7.948801,8.716,116
7.96,52.384,7.962379,13.578,1514
7.97,0,7.96906,5.807,1078
7.98,0.728,7.981843,12.783,91
7.99,0,7.981843,12.783,91
8,84.728,8.002816,20.973,975
8.01,0,8.007299,0.146,1006
8.02,3.936,8.025571,18.272,492
8.03,0.68,8.032658,7.087,85
8.04,35.824,8.046282,13.624,1514
8.05,0.672,8.050536,3.534,84
8.06,0,8.050536,3.534,84
8.07,8.624,8.074921,24.385,1078
8.08,34.288,8.074921,24.385,1078
8.09,0,8.088288,0.178,1258
8.1,0,8.088288,0.178,1258
8.11,0,8.127768,39.48,706
8.12,38.088,8.127768,39.48,706
8.13,0,8.129694,0.183,1027
8.14,1.264,8.143763,14.069,79
8.15,0,8.143938,0.175,79
8.16,0,8.171292,27.354,1514
8.17,29.776,8.171292,27.354,1514
8.18,0,8.171822,0.091,694
8.19,0,8.171822,0.091,694
8.2,0,8.220291,48.469,1514
8.21,0,8.220291,48.469,1514
8.22,36.224,8.220291,48.469,1514
8.23,0,8.228127,4.205,531
8.24,0,8.251218,23.091,82
8.25,10.376,8.251218,23.091,82
8.26,34.392,8.261813,6.284,1514
8.27,0,8.262224,0.245,1271
8.28,1.664,8.289653,27.429,208
8.29,12.112,8.289653,27.429,208
8.3,22.408,8.300157,0.5,1514
8.31,0.608,8.316854,16.556,76
8.32,5.36,8.316854,16.556,76
8.33,34.272,8.3276,10.746,670
8.34,0,8.339759,0.178,1256
8.35,0,8.339759,0.178,1256
8.36,0,8.374985,35.226,1078
8.37,20.736,8.374985,35.226,1078
8.38,53.296,8.380283,0.721,1514
8.39,109.952,8.388843,0.144,975
8.4,0,8.392501,0.024,94
8.41,0,8.42083,28.329,1514
8.42,39.464,8.42083,28.329,1514
8.43,0,8.42818,6.67,656
8.44,0,8.42818,6.67,656
8.45,0,8.463114,34.934,1514
8.46,34.504,8.463114,34.934,1514
8.47,0,8.463786,0.189,1285
8.48,0,8.463786,0.189,1285
8.49,0,8.504082,40.296,1514
8.5,34.256,8.504082,40.296,1514
8.51,0,8.505385,0.812,1254
8.52,7.24,8.529048,23.663,905
8.53,0,8.529048,23.663,905
8.54,34.8,8.546386,17.338,1514
8.55,0.632,8.546894,0.188,1322
8.56,8.624,8.557472,10.578,79
8.57,0,8.569455,11.983,1078
8.58,37.008,8.587826,18.371,1514
8.59,0,8.588601,0.036,84
8.6,0,8.588601,0.036,84
8.61,0,8.629455,40.854,515
8.62,16.232,8.629455,40.854,515
8.63,37.24,8.629795,0.34,1514
8.64,0,8.63162,0.025,113
8.65,1.248,8.657712,26.092,78
8.66,8.624,8.65798,0.268,78
8.67,53.096,8.668879,10.899,1078
8.68,0,8.672244,0.075,581
8.69,0,8.672244,0.075,581
8.7,0,8.713301,41.057,1514
8.71,53.336,8.713301,41.057,1514
8.72,4.064,8.714353,0.066,611
8.73,0,8.729974,15.621,508
8.74,0,8.729974,15.621,508
8.75,51.144,8.755325,25.351,1514
8.76,0.672,8.756914,0.03,337
8.77,0,8.769338,12.424,84
8.78,0,8.769338,12.424,84
8.79,45.976,8.796187,26.849,1514
8.8,0,8.797638,0.172,1205
8.81,0,8.797638,0.172,1205
8.82,0,8.830495,32.857,515
8.83,53.104,8.830495,32.857,515
8.84,0,8.83869,0.034,67
8.85,8.624,8.858426,19.736,1078
8.86,0,8.858426,19.736,1078
8.87,0,8.880175,21.749,1514
8.88,52.4,8.880175,21.749,1514
8.89,0.608,8.884199,2.993,86
8.9,0,8.896437,12.238,76
8.91,7.8,8.919938,23.501,975
8.92,186.568,8.919938,23.501,975
8.93,5.784,8.931016,5.877,723
8.94,0,8.931016,5.877,723
8.95,0,8.964493,33.477,1514
8.96,55.048,8.964493,33.477,1514
8.97,0,8.968694,2.247,116
8.98,0,8.968694,2.247,116
8.99,0,9.008166,39.472,1514
9,66.384,9.008166,39.472,1514
9.01,0,9.009473,0.091,728
9.02,0,9.009473,0.091,728
9.03,12.744,9.03173,22.257,515
9.04,48.448,9.035204,3.474,1078
9.05,21.248,9.049958,0.225,1514
9.06,0.672,9.068565,18.223,84
9.07,0,9.068565,18.223,84
9.08,12.112,9.08838,19.815,1514
9.09,55.728,9.090094,1.714,1514
9.1,0,9.090306,0.023,910
9.11,0,9.090306,0.023,910
9.12,12.112,9.129765,39.459,1514
9.13,59.888,9.129765,39.459,1514
9.14,0,9.133516,2.417,595
9.15,0,9.133516,2.417,595
9.16,8.624,9.16894,35.424,1078
9.17,70.32,9.16894,35.424,1078
9.18,1.264,9.182798,9.805,79
9.19,0,9.182971,0.173,79
9.2,0,9.213654,30.683,1514
9.21,68.144,9.213654,30.683,1514
9.22,0,9.21495,0.093,948
9.23,4.52,9.233208,18.258,565
9.24,0,9.233208,18.258,565
9.25,0,9.260738,27.53,1514
9.26,68.2,9.260738,27.53,1514
9.27,1.752,9.271138,2.447,82
9.28,0,9.27135,0.212,137
9.29,68.36,9.297003,25.653,1514
9.3,0,9.298362,0.119,975
9.31,0,9.298362,0.119,975
9.32,0,9.333923,35.561,872
9.33,43.312,9.333923,35.561,872
9.34,41.2,9.33999,0.046,1514
9.35,0,9.348916,8.85,1078
9.36,0,9.348916,8.85,1078
9.37,0,9.380142,31.226,1514
9.38,68.6,9.380142,31.226,1514
9.39,0,9.3815,0.077,1005
9.4,0,9.3815,0.077,1005
9.41,0,9.421762,40.262,84
9.42,115.04,9.421762,40.262,84
9.43,5.064,9.425675,0.38,670
9.44,0,9.434445,8.77,633
9.45,141.56,9.451087,16.642,975
9.46,122.616,9.454839,0.234,145
9.47,0,9.468881,0.916,1078
9.48,0,9.468881,0.916,1078
9.49,0,9.505395,36.514,1514
9.5,61.256,9.505395,36.514,1514
9.51,0,9.50699,0.035,87
9.52,0,9.50699,0.035,87
9.53,5.704,9.535036,28.046,713
9.54,83.328,9.535036,28.046,713
9.55,0,9.54958,0.099,1332
9.56,0,9.54958,0.099,1332
9.57,0.632,9.578375,28.795,79
9.58,20.736,9.578375,28.795,79
9.59,101.408,9.590254,0.781,1514
9.6,0,9.592464,0.026,564
9.61,0,9.592464,0.026,564
9.62,0,9.630346,37.882,1514
9.63,118.392,9.630346,37.882,1514
9.64,0,9.635531,2.635,515
9.65,0,9.635531,2.635,515
9.66,0.728,9.669239,33.708,91
9.67,111.992,9.669239,33.708,91
9.68,1.248,9.67557,0.033,373
9.69,0,9.688812,0.099,78
9.7,0,9.688812,0.099,78
9.71,113.128,9.715645,26.833,1514
9.72,0,9.718432,0.055,515
9.73,5.784,9.736325,17.893,723
9.74,0,9.736325,17.893,723
9.75,114.56,9.75597,19.645,1514
9.76,8.624,9.758315,0.298,694
9.77,0,9.769154,10.839,1078
9.78,0.672,9.78868,19.526,84
9.79,72.672,9.78868,19.526,84
9.8,38.984,9.799911,0.208,1514
9.81,0,9.800969,0.036,331
9.82,0,9.837149,36.18,492
9.83,16.048,9.837149,36.18,492
9.84,98.536,9.840185,0.872,1514
9.85,0,9.84183,0.036,205
9.86,0,9.84183,0.036,205
9.87,0,9.880449,38.619,1514
9.88,88.576,9.880449,38.619,1514
9.89,0,9.882502,0.075,474
9.9,0,9.882502,0.075,474
9.91,0,9.922191,39.689,1514
9.92,63.352,9.922191,39.689,1514
9.93,4.36,9.923445,0.044,349
9.94,0,9.938036,14.591,545
9.95,0,9.938036,14.591,545
9.96,70.76,9.964314,26.278,1514
9.97,0,9.968958,2.474,1078
9.98,86.424,9.982071,13.113,78
9.99,57.44,9.990047,0.173,975
10,66.688,10.00558,13.444,1514
10.01,0,10.006995,0.208,766
10.02,0,10.006995,0.208,766
10.03,4.12,10.038611,31.616,515
10.04,77.8,10.038611,31.616,515
10.05,0,10.049714,0.081,641
10.06,8.624,10.069837,20.123,1078
10.07,0,10.069837,20.123,1078
10.08,0,10.069837,20.123,1078
10.09,76.312,10.093914,24.077,84
10.1,0,10.094146,0.024,371
10.11,0,10.094146,0.024,371
10.12,0,10.130945,36.799,1514
10.13,89.824,10.130945,36.799,1514
10.14,0,10.139146,6.408,683
10.15,0,10.139146,6.408,683
10.16,0,10.174073,34.927,1514
10.17,84.024,10.174073,34.927,1514
10.18,8.624,10.175407,0.199,1419
10.19,1.88,10.189283,13.876,1078
10.2,0,10.196669,0.973,77
10.21,85.8,10.214299,17.63,1514
10.22,0,10.217512,0.032,127
10.23,0,10.217512,0.032,127
10.24,4.248,10.246121,28.609,531
10.25,12.112,10.246121,28.609,531
10.26,74.36,10.26016,0.611,1514
10.27,0,10.261298,0.034,211
10.28,1.664,10.288572,27.274,208
10.29,86.536,10.288572,27.274,208
10.3,8.824,10.299727,0.217,1514
10.31,0,10.303556,3.829,1103
10.32,0,10.303556,3.829,1103
10.33,12.112,10.339542,35.986,1514
10.34,94.224,10.34013,0.588,1514
10.35,0,10.341988,0.459,531
10.36,0,10.371611,29.623,1078
10.37,8.624,10.371611,29.623,1078
10.38,102.232,10.381018,9.407,1514
10.39,0,10.383144,0.173,667
10.4,0,10.383144,0.173,667
10.41,0,10.422637,39.493,1514
10.42,102.312,10.422637,39.493,1514
10.43,0,10.424697,0.1,677
10.44,6.44,10.441141,16.444,805
10.45,0,10.441141,16.444,805
10.46,84.784,10.467898,26.757,1514
10.47,17.064,10.470109,0.22,1514
10.48,0,10.470202,0.093,619
10.49,0,10.508091,37.889,1514
10.5,84.784,10.508091,37.889,1514
10.51,64.28,10.510043,0.202,1514
10.52,94.88,10.520066,0.472,975
10.53,0,10.522186,0.034,160
10.54,55.504,10.541995,19.809,882
10.55,55.52,10.550027,0.219,1514
10.56,0,10.551082,0.371,884
10.57,8.624,10.570295,19.213,1078
10.58,0,10.570295,19.213,1078
10.59,104.304,10.59248,22.185,1514
10.6,0,10.599927,5.465,79
10.61,0,10.599927,5.465,79
10.62,0,10.631261,31.334,1514
10.63,101.648,10.631261,31.334,1514
10.64,12.744,10.642566,8.997,515
10.65,0,10.649163,6.597,1078
10.66,0,10.649163,6.597,1078
10.67,99.496,10.673012,23.849,1514
10.68,0,10.674971,0.041,325
10.69,0,10.702548,27.577,78
10.7,1.248,10.702548,27.577,78
10.71,101.696,10.714602,11.827,1514
10.72,0,10.716663,0.097,600
10.73,0,10.743194,26.531,531
10.74,4.248,10.743194,26.531,531
10.75,84.784,10.743194,26.531,531
10.76,21.104,10.759977,0.215,1514
10.77,0,10.763718,3.432,1124
10.78,0,10.763718,3.432,1124
10.79,0,10.800139,36.421,1514
10.8,103.096,10.800139,36.421,1514
10.81,0,10.803553,0.028,775
10.82,0.672,10.82862,25.067,84
10.83,20.736,10.82862,25.067,84
10.84,93.608,10.840089,0.618,1514
10.85,0,10.843787,2.043,492
10.86,0,10.843787,2.043,492
10.87,0,10.882332,38.545,1514
10.88,102.696,10.882332,38.545,1514
10.89,0,10.884379,0.092,725
10.9,0,10.884379,0.092,725
10.91,0.688,10.91734,32.961,86
10.92,110.624,10.91734,32.961,86
10.93,0,10.926208,0.041,202
10.94,5.784,10.944698,18.49,723
10.95,0,10.944698,18.49,723
10.96,48.448,10.968877,24.179,1514
10.97,70.528,10.969924,0.224,1514
10.98,0,10.971537,0.5,1246
10.99,0,11.005731,34.194,78
11,120.144,11.005731,34.194,78
11.01,0,11.009257,0.486,1314
11.02,0,11.009257,0.486,1314
11.03,9.232,11.033786,24.529,76
11.04,66.52,11.034863,1.077,1078
11.05,129.36,11.050062,0.675,975
11.06,71.488,11.060477,5.468,975
11.07,0,11.062696,0.042,161
11.08,12.112,11.089955,27.259,1514
11.09,107.504,11.089955,27.259,1514
11.1,0.672,11.096873,4.724,1326
11.11,0,11.108598,11.725,84
11.12,0,11.108598,11.725,84
11.13,119.392,11.132536,23.938,1514
11.14,12.736,11.135208,0.489,1298
11.15,0,11.149271,3.391,1078
11.16,0,11.149271,3.391,1078
11.17,117.544,11.173185,23.914,1514
11.18,0,11.178002,2.611,1067
11.19,0.728,11.191837,13.835,91
11.2,0,11.191837,13.835,91
11.21,125.552,11.214464,22.627,79
11.22,0,11.218665,0.085,396
11.23,0,11.218665,0.085,396
11.24,4.536,11.248616,29.951,567
11.25,0,11.248616,29.951,567
11.26,113.704,11.262934,14.318,1514
11.27,8.624,11.266162,0.568,587
11.28,0,11.274849,8.687,1078
11.29,0.672,11.2981,23.251,84
11.3,157.576,11.300048,1.948,1514
11.31,1.752,11.308608,4.556,208
11.32,0,11.315517,0.172,137
11.33,0,11.340913,25.396,1514
11.34,165.304,11.340913,25.396,1514
11.35,0,11.347168,2.923,723
11.36,0,11.347168,2.923,723
11.37,0,11.382408,35.24,1514
11.38,156.152,11.382408,35.24,1514
11.39,0,11.386599,0.185,1351
11.4,0,11.386599,0.185,1351
11.41,0,11.425261,38.662,1514
11.42,76.712,11.425261,38.662,1514
11.43,0,11.427535,0.017,505
11.44,6.44,11.448156,20.621,805
11.45,0,11.448156,20.621,805
11.46,97.504,11.466372,18.216,1514
11.47,0,11.468813,0.691,1078
11.48,0,11.468813,0.691,1078
11.49,0,11.507298,38.485,1514
11.5,98.472,11.507298,38.485,1514
11.51,0,11.509367,0.047,197
11.52,0,11.509367,0.047,197
11.53,0,11.548797,39.43,773
11.54,18.296,11.548797,39.43,773
11.55,102.04,11.549888,1.091,1514
11.56,0,11.552877,0.066,643
11.57,8.624,11.575311,22.434,1078
11.58,0,11.575311,22.434,1078
11.59,214.4,11.590666,15.355,1514
11.6,40.08,11.600036,1.98,975
11.61,0.632,11.615671,14.592,79
11.62,0,11.615671,14.592,79
11.63,112.128,11.63252,16.849,1514
11.64,4.12,11.634789,0.078,390
11.65,0,11.649463,14.674,515
11.66,0,11.649463,14.674,515
11.67,111.536,11.673893,24.43,1514
11.68,0,11.676161,0.048,316
11.69,24.48,11.694184,18.023,975
11.7,0,11.694842,0.044,135
11.71,60.56,11.718257,23.415,1514
11.72,53.864,11.719735,0.199,1514
11.73,0,11.72135,0.078,78
11.74,0,11.750125,28.775,723
11.75,108.544,11.750125,28.775,723
11.76,8.624,11.759417,0.082,733
11.77,0,11.769019,9.602,1078
11.78,0,11.769019,9.602,1078
11.79,0,11.800206,31.187,1514
11.8,59.072,11.800206,31.187,1514
11.81,0,11.801794,0.595,1328
11.82,0.672,11.828651,26.857,84
11.83,0,11.828651,26.857,84
11.84,63.992,11.840247,11.596,1514
11.85,4.232,11.850959,9.417,529
11.86,0,11.850959,9.417,529
11.87,0,11.884667,33.708,1514
11.88,86.976,11.884667,33.708,1514
11.89,0,11.886413,0.033,274
11.9,0.632,11.9024,15.987,79
11.91,0,11.9024,15.987,79
11.92,87.528,11.923945,21.545,1514
11.93,0,11.925701,0.037,343
11.94,0,11.951425,25.724,508
11.95,4.064,11.951425,25.724,508
11.96,87.824,11.966537,15.112,1514
11.97,8.624,11.971554,3.288,1078
11.98,0,11.971554,3.288,1078
11.99,0,12.007252,35.698,1514
12,88.112,12.007252,35.698,1514
12.01,0,12.009655,0.03,416
12.02,1.544,12.021001,11.346,115
12.03,0,12.028362,7.361,78
12.04,0,12.05008,21.718,116
12.05,91.896,12.05008,21.718,116
12.06,8.624,12.052731,0.355,515
12.07,0,12.068919,16.188,1078
12.08,0,12.090698,21.779,1514
12.09,86.2,12.090698,21.779,1514
12.1,0.608,12.102415,9.902,76
12.11,0,12.102415,9.902,76
12.12,124.8,12.122859,20.444,975
12.13,107.776,12.13038,1.778,975
12.14,0.672,12.135539,0.09,699
12.15,5.648,12.148638,13.099,84
12.16,0,12.152819,4.181,706
12.17,108.776,12.174092,21.273,1514
12.18,0,12.179582,0.03,1078
12.19,0,12.179582,0.03,1078
12.2,0,12.216309,36.727,1514
12.21,107.776,12.216309,36.727,1514
12.22,1.264,12.21828,0.24,1360
12.23,0,12.224785,2.074,79
12.24,0,12.255005,30.22,531
12.25,40.584,12.255005,30.22,531
12.26,67.768,12.260042,0.222,1514
12.27,0,12.261052,0.12,901
12.28,0,12.261052,0.12,901
12.29,12.112,12.299329,38.277,1514
12.3,91.016,12.299329,38.277,1514
12.31,0,12.301377,0.098,779
12.32,1.664,12.328631,27.254,208
12.33,1.752,12.328631,27.254,208
12.34,102.56,12.341093,7.053,1514
12.35,4.064,12.354013,10.785,508
12.36,0,12.354013,10.785,508
12.37,8.624,12.371516,17.503,1078
12.38,100.808,12.382987,11.471,1514
12.39,0,12.384999,0.099,489
12.4,0,12.384999,0.099,489
12.41,0,12.424438,39.439,1514
12.42,98.264,12.424438,39.439,1514
12.43,0,12.426466,0.041,171
12.44,0,12.426466,0.041,171
12.45,6.576,12.454921,28.455,822
12.46,48.448,12.454921,28.455,822
12.47,55.92,12.469995,0.223,1514
12.48,0,12.471024,0.135,934
12.49,0,12.507927,36.903,1514
12.5,96.896,12.507927,36.903,1514
12.51,7.832,12.510017,0.128,979
12.52,0,12.510017,0.128,979
12.53,0,12.510017,0.128,979
12.54,0,12.551463,41.446,1514
12.55,126.584,12.551463,41.446,1514
12.56,0,12.558092,1,1078
12.57,0,12.558092,1,1078
12.58,0,12.59131,33.218,1514
12.59,107.36,12.59131,33.218,1514
12.6,0,12.595564,0.491,1308
12.61,0,12.595564,0.491,1308
12.62,0,12.633339,37.775,79
12.63,98.936,12.633339,37.775,79
12.64,8.624,12.635864,0.038,176
12.65,146.04,12.648959,13.095,1078
12.66,0,12.657831,0.555,492
12.67,103.272,12.674544,16.713,1514
12.68,0,12.676788,0.031,797
12.69,0.608,12.691932,15.144,76
12.7,0,12.691932,15.144,76
12.71,24.224,12.718536,26.604,1514
12.72,75.688,12.720016,0.21,1514
12.73,1.248,12.732651,11.418,78
12.74,0,12.735738,3.087,78
12.75,4.248,12.756974,21.236,531
12.76,110.696,12.761321,4.347,1514
12.77,0,12.763564,0.033,211
12.78,9.352,12.784208,20.644,91
12.79,0,12.784996,0.788,1078
12.8,97.816,12.800276,15.28,1514
12.81,0,12.802268,0.036,115
12.82,0,12.802268,0.036,115
12.83,0,12.844751,42.483,1514
12.84,110.808,12.844751,42.483,1514
12.85,4.12,12.848661,1.668,84
12.86,0,12.857773,9.112,515
12.87,0,12.857773,9.112,515
12.88,110.808,12.883451,25.678,1514
12.89,0,12.88548,0.029,225
12.9,0,12.88548,0.029,225
12.91,0,12.92502,39.54,1514
12.92,130.968,12.92502,39.54,1514
12.93,0,12.92944,1.443,86
12.94,0,12.92944,1.443,86
12.95,5.784,12.958132,28.692,723
12.96,112.24,12.958132,28.692,723
12.97,0,12.969475,0.195,404
12.98,8.624,12.98494,15.465,1078
12.99,0,12.98494,15.465,1078
13,84.784,13.008147,23.207,1514
13.01,32.024,13.010107,0.236,1514
13.02,0,13.010807,0.488,975
13.03,0,13.042825,32.018,78
13.04,1.552,13.042825,32.018,78
13.05,122.208,13.050552,1.243,1514
13.06,0,13.05883,5.619,492
13.07,0,13.05883,5.619,492
13.08,0,13.092539,33.709,1514
13.09,118.352,13.092539,33.709,1514
13.1,0,13.09536,0.649,1168
13.11,0,13.09536,0.649,1168
13.12,0,13.134865,39.505,1514
13.13,127.864,13.134865,39.505,1514
13.14,0,13.139289,0.024,843
13.15,13.704,13.151815,12.526,1078
13.16,0.608,13.159551,7.532,551
13.17,146.016,13.174012,10.877,84
13.18,149.736,13.180063,0.228,1514
13.19,9.232,13.189949,0.154,975
13.2,0,13.190128,0.034,179
13.21,84.784,13.216857,26.729,1514
13.22,80.24,13.220189,1.65,1514
13.23,0,13.220706,0.134,946
13.24,1.264,13.247508,26.802,79
13.25,0,13.247738,0.23,79
13.26,161.84,13.260607,12.869,1514
13.27,8.624,13.27525,11.233,1078
13.28,0,13.27525,11.233,1078
13.29,0,13.300594,25.344,1514
13.3,156.456,13.300594,25.344,1514
13.31,0,13.309116,4.004,76
13.32,0,13.309116,4.004,76
13.33,0,13.342343,33.227,1514
13.34,156.072,13.342343,33.227,1514
13.35,0,13.348652,2.638,208
13.36,5.704,13.361702,13.05,713
13.37,0,13.361702,13.05,713
13.38,192.72,13.383972,22.27,1514
13.39,114.832,13.388795,0.027,208
13.4,0,13.398544,0.16,1313
13.41,0,13.398544,0.16,1313
13.42,151.768,13.425792,27.248,1514
13.43,8.624,13.429432,0.046,803
13.44,0,13.435619,6.187,1078
13.45,0,13.462711,27.092,805
13.46,79.112,13.462711,27.092,805
13.47,83.488,13.470062,0.214,1514
13.48,0,13.471744,0.206,1352
13.49,0,13.471744,0.206,1352
13.5,12.112,13.50959,37.846,1514
13.51,156.608,13.510218,0.628,1514
13.52,0,13.51325,0.187,1408
13.53,0,13.51325,0.187,1408
13.54,0,13.555269,42.019,1514
13.55,35.336,13.555269,42.019,1514
13.56,14.328,13.563308,7.185,713
13.57,0,13.569111,5.803,1078
13.58,0,13.569111,5.803,1078
13.59,33.104,13.592199,23.088,1514
13.6,0,13.593275,0.037,1110
13.61,0,13.593275,0.037,1110
13.62,0,13.633327,40.052,1514
13.63,16.672,13.633327,40.052,1514
13.64,0,13.633689,0.362,570
13.65,0,13.663903,30.214,515
13.66,40.24,13.663903,30.214,515
13.67,32.368,13.670019,0.526,1389
13.68,0,13.675663,0.475,1143
13.69,0,13.675663,0.475,1143
13.7,0,13.719035,43.372,1514
13.71,29.192,13.719035,43.372,1514
13.72,141.872,13.719254,0.067,621
13.73,0,13.728246,0.04,184
13.74,0,13.751613,23.367,1078
13.75,8.624,13.751613,23.367,1078
13.76,27.816,13.760331,8.718,1514
13.77,0,13.766717,5.209,700
13.78,0,13.766717,5.209,700
13.79,0,13.800688,33.971,1514
13.8,21.376,13.800688,33.971,1514
13.81,0,13.801164,0.476,1158
13.82,0,13.801164,0.476,1158
13.83,0,13.843546,42.382,1514
13.84,25.648,13.843546,42.382,1514
13.85,0.608,13.855781,11.672,76
13.86,5.04,13.855781,11.672,76
13.87,0,13.868719,3.478,84
13.88,28.952,13.883814,15.095,1514
13.89,0,13.88452,0.052,591
13.9,0,13.88452,0.052,591
13.91,0,13.925966,41.446,1514
13.92,33.992,13.925966,41.446,1514
13.93,0,13.926105,0.07,1221
13.94,0,13.951462,25.357,1078
13.95,8.624,13.951462,25.357,1078
13.96,16.224,13.965737,14.275,514
13.97,23.008,13.967905,2.168,1514
13.98,0,13.973313,0.091,1362
13.99,0,13.973313,0.091,1362
14,24.224,14.009247,35.934,1514
14.01,11.88,14.010062,0.302,1485
14.02,0,14.010062,0.302,1485
14.03,0,14.010062,0.302,1485
14.04,0,14.055473,45.411,1514
14.05,53.672,14.055473,45.411,1514
14.06,13.488,14.059592,2.496,78
14.07,0,14.06856,0.947,116
14.08,0,14.06856,0.947,116
14.09,50.88,14.092891,24.331,1514
14.1,0,14.094087,0.042,304
14.11,0,14.094087,0.042,304
14.12,0,14.135257,41.17,1514
14.13,54.52,14.135257,41.17,1514
14.14,1.032,14.139908,1.234,129
14.15,0,14.14103,1.122,129
14.16,6.32,14.169428,28.398,706
14.17,0,14.169639,0.211,84
14.18,61.4,14.183553,13.914,1078
14.19,0,14.187834,0.084,541
14.2,0,14.187834,0.084,541
14.21,49.2,14.217385,29.551,1514
14.22,0,14.218415,0.029,94
14.23,0,14.218415,0.029,94
14.24,0,14.253007,34.592,975
14.25,109.2,14.253007,34.592,975
14.26,86.536,14.26009,0.684,1514
14.27,4.248,14.271638,8.168,531
14.28,0,14.271638,8.168,531
14.29,0.728,14.299287,27.649,91
14.3,50.584,14.299287,27.649,91
14.31,0,14.303655,0.037,267
14.32,0,14.303655,0.037,267
14.33,0,14.342869,39.214,1514
14.34,52.216,14.342869,39.214,1514
14.35,0,14.344003,0.036,471
14.36,0,14.373187,29.184,550
14.37,14.688,14.373187,29.184,550
14.38,54.064,14.385371,11.654,1514
14.39,1.096,14.390151,2.779,137
14.4,0,14.390151,2.779,137
14.41,0,14.427867,37.716,1514
14.42,12.112,14.427867,37.716,1514
14.43,50.232,14.430867,3,1514
14.44,0,14.431287,0.025,223
14.45,0,14.431287,0.025,223
14.46,0,14.470811,39.524,1514
14.47,74.392,14.470811,39.524,1514
14.48,0,14.472423,0.131,763
14.49,0,14.472423,0.131,763
14.5,12.112,14.509819,37.396,1514
14.51,55.816,14.509819,37.396,1514
14.52,0,14.513125,0.055,921
14.53,0,14.513125,0.055,921
14.54,0,14.551978,38.853,1514
14.55,74.144,14.551978,38.853,1514
14.56,7.24,14.559242,0.079,1078
14.57,0,14.569896,10.654,905
14.58,0,14.569896,10.654,905
14.59,71.536,14.593133,23.237,1514
14.6,0,14.599061,0.018,1372
14.61,0,14.599061,0.018,1372
14.62,0,14.637955,38.894,1514
14.63,24.224,14.637955,38.894,1514
14.64,51.232,14.638496,0.541,1514
14.65,0,14.649032,6.392,1078
14.66,0,14.649032,6.392,1078
14.67,16.368,14.67136,22.328,532
14.68,54.728,14.682365,5.589,1514
14.69,0,14.688651,6.176,79
14.7,0,14.688651,6.176,79
14.71,0,14.720391,31.74,1514
14.72,71.888,14.720391,31.74,1514
14.73,0,14.725747,0.018,1416
14.74,0,14.725747,0.018,1416
14.75,0,14.766973,41.226,1514
14.76,67.432,14.766973,41.226,1514
14.77,4.112,14.769125,0.025,859
14.78,9.872,14.774597,5.472,514
14.79,141.664,14.787156,0.048,78
14.8,12.112,14.799911,0.021,158
14.81,61.648,14.811072,8.482,1514
14.82,0,14.81119,0.018,136
14.83,0,14.843592,32.402,1514
14.84,71.96,14.843592,32.402,1514
14.85,0,14.848851,0.018,1425
14.86,0,14.848851,0.018,1425
14.87,4.072,14.871888,23.037,509
14.88,48.448,14.885344,13.456,1514
14.89,34.184,14.893394,6.948,1514
14.9,0.672,14.893466,0.019,1245
14.91,0,14.908771,15.305,84
14.92,12.112,14.929865,21.094,1514
14.93,77.192,14.929865,21.094,1514
14.94,0,14.935663,0.023,565
14.95,0,14.935663,0.023,565
14.96,0,14.974749,39.086,1514
14.97,12.112,14.974749,39.086,1514
14.98,0,14.974749,39.086,1514
14.99,86.336,14.991911,17.162,1514
15,0,14.99481,2.709,77
15.01,86.8,15.010054,15.244,1514
15.02,0,15.016008,0.152,252
15.03,0,15.016008,0.152,252
15.04,0,15.051856,35.848,84
15.05,0.672,15.051856,35.848,84
15.06,111.88,15.060258,8.402,1514
15.07,4.12,15.073093,9.013,515
15.08,0,15.073093,9.013,515
15.09,84.784,15.09406,20.967,1514
15.1,31.192,15.099891,0.511,1514
15.11,0,15.108626,6.721,116
