Time (s),Speed (m/s),Distance (m),Height (m)
0,0.4,1.85,0.2
0.058,0.4,0.04,0.2
0.075,0.4,0.04,0.2
0.151,0.3,0.05,0.3
0.162,0.3,0.05,0.3
0.174,0.3,0.05,0.3
0.178,0.3,0.05,0.3
0.295,0.2,0.06,0.3
0.306,0.2,0.06,0.3
0.321,0.2,0.06,0.3
0.335,0.2,0.06,0.3
0.505,0.3,0.08,0.4
0.604,0.3,0.09,0.4
0.618,0.3,0.09,0.4
0.62,0.3,0.09,0.4
0.747,0.3,0.09,0.4
0.758,0.3,0.09,0.4
0.762,0.3,0.09,0.4
0.815,0.3,0.09,0.4
0.851,0.3,0.1,0.5
0.854,0.3,0.1,0.5
0.863,0.3,0.1,0.5
0.943,0.4,0.11,0.5
0.958,0.4,0.11,0.5
0.962,0.4,0.11,0.5
0.965,0.4,0.11,0.5
1.049,0.4,0.11,0.6
1.054,0.4,0.11,0.6
1.067,0.4,0.11,0.6
1.074,0.4,0.11,0.6
1.16,0.4,0.12,0.6
1.164,0.4,0.12,0.6
1.17,0.4,0.12,0.6
1.184,0.4,0.12,0.6
1.252,0.4,0.12,0.7
1.257,0.4,0.12,0.7
1.263,0.4,0.12,0.7
1.274,0.4,0.12,0.7
1.37,0.4,0.12,0.7
1.375,0.4,0.12,0.7
1.381,0.4,0.12,0.7
1.393,0.4,0.12,0.7
1.508,0.4,0.12,0.8
1.579,0.4,0.12,0.8
1.584,0.4,0.12,0.8
1.592,0.4,0.12,0.8
1.686,0.5,0.12,0.8
1.688,0.5,0.12,0.8
1.699,0.5,0.12,0.8
1.703,0.5,0.12,0.8
1.782,0.5,0.11,0.9
1.785,0.5,0.11,0.9
1.791,0.5,0.11,0.9
1.809,0.5,0.11,0.9
1.899,0.5,0.1,0.9
1.909,0.5,0.1,0.9
1.917,0.5,0.1,0.9
1.92,0.5,0.1,0.9
2.053,0.5,0.1,1
2.057,0.5,0.1,1
2.059,0.5,0.1,1
2.063,0.5,0.1,1
2.149,0.4,0.1,1
2.159,0.4,0.1,1
2.166,0.4,0.1,1
2.168,0.4,0.1,1
2.243,0.4,0.1,1.1
2.249,0.4,0.1,1.1
2.251,0.4,0.1,1.1
2.26,0.4,0.1,1.1
2.331,0.5,0.1,1.2
2.345,0.5,0.1,1.2
2.367,0.5,0.09,1.2
2.37,0.5,0.09,1.2
2.461,0.4,0.09,1.2
2.479,0.4,0.09,1.2
2.481,0.4,0.09,1.2
2.485,0.4,0.09,1.2
2.551,0.4,0.09,1.2
2.617,0.4,0.09,1.3
2.622,0.4,0.09,1.3
2.626,0.4,0.09,1.3
2.665,0.4,0.1,1.3
2.671,0.4,0.1,1.3
2.68,0.4,0.1,1.3
2.682,0.4,0.1,1.3
2.77,0.4,0.1,1.4
2.782,0.4,0.1,1.4
2.789,0.4,0.1,1.4
2.797,0.4,0.1,1.4
2.861,0.4,0.1,1.4
2.878,0.4,0.1,1.4
2.882,0.4,0.1,1.4
2.886,0.4,0.1,1.4
2.982,0.5,0.1,1.5
2.989,0.5,0.1,1.5
2.991,0.5,0.1,1.5
3.005,0.5,0.1,1.5
3.125,0.6,0.1,1.5
3.138,0.6,0.1,1.5
3.143,0.6,0.1,1.5
3.151,0.6,0.1,1.5
3.264,0.8,0.1,1.6
3.274,0.8,0.1,1.6
3.286,0.8,0.1,1.6
3.294,0.8,0.1,1.6
3.36,0.9,0.1,1.7
3.372,0.9,0.1,1.7
3.452,1.1,0.1,1.8
3.46,1.1,0.1,1.8
3.463,1.1,0.1,1.8
3.469,1.1,0.1,1.8
3.559,1.4,0.11,1.9
3.628,1.4,0.11,1.9
3.636,1.4,0.11,1.9
3.641,1.4,0.11,1.9
3.742,1.8,0.13,2.3
3.746,1.8,0.13,2.3
3.753,1.8,0.13,2.3
3.756,1.8,0.13,2.3
3.829,2.1,0.15,2.5
3.84,2.1,0.15,2.5
3.852,2.1,0.15,2.5
3.861,2.1,0.15,2.5
3.97,2.3,0.17,2.7
3.977,2.3,0.17,2.7
3.988,2.3,0.17,2.7
3.992,2.3,0.17,2.7
4.106,2.5,0.19,3
4.109,2.5,0.19,3
4.118,2.5,0.19,3
4.123,2.5,0.19,3
4.223,2.7,0.2,3.3
4.227,2.7,0.2,3.3
4.233,2.7,0.2,3.3
4.237,2.7,0.2,3.3
4.407,2.9,0.22,3.6
4.411,2.9,0.22,3.6
4.422,2.9,0.22,3.6
4.434,2.9,0.22,3.6
4.521,3,0.23,3.9
4.529,3,0.23,3.9
4.535,3,0.23,3.9
4.537,3,0.23,3.9
4.613,3.1,0.24,4.2
4.67,3.1,0.24,4.2
4.674,3.1,0.24,4.2
4.72,3.2,0.24,4.5
4.725,3.2,0.24,4.5
4.729,3.2,0.24,4.5
4.739,3.2,0.24,4.5
4.857,3.2,0.23,4.8
4.866,3.2,0.23,4.8
4.871,3.2,0.23,4.8
4.885,3.2,0.23,4.8
4.961,3.2,0.22,5.2
4.967,3.2,0.22,5.2
4.973,3.2,0.22,5.2
4.99,3.2,0.22,5.2
5.069,3.1,0.21,5.5
5.083,3.1,0.21,5.5
5.09,3.1,0.21,5.5
5.105,3.1,0.21,5.5
5.168,3,0.2,5.8
5.181,3,0.2,5.8
5.197,3,0.2,5.8
5.211,3,0.2,5.8
5.301,2.8,0.19,6.1
5.307,2.8,0.19,6.1
5.322,2.8,0.19,6.1
5.328,2.8,0.19,6.1
5.418,2.4,0.17,6.6
5.421,2.4,0.17,6.6
5.431,2.4,0.17,6.6
5.45,2.4,0.17,6.6
5.58,2.1,0.12,7
5.584,2.1,0.12,7
5.599,2.1,0.12,7
5.615,2.1,0.12,7
5.715,1.9,0.09,7.4
5.719,1.9,0.09,7.4
5.738,1.9,0.09,7.4
5.743,1.9,0.09,7.4
5.808,1.9,0.09,7.6
5.869,1.9,0.09,7.8
5.876,1.9,0.09,7.8
5.887,1.9,0.09,7.8
5.943,1.9,0.09,7.8
5.983,1.8,0.09,8
5.994,1.8,0.09,8
5.998,1.8,0.09,8
6.059,1.7,0.09,8.2
6.098,1.7,0.09,8.4
6.11,1.7,0.09,8.4
6.117,1.7,0.09,8.4
6.219,1.6,0.1,8.5
6.224,1.6,0.1,8.5
6.227,1.6,0.1,8.5
6.229,1.6,0.1,8.5
6.307,1.5,0.1,8.7
6.394,1.4,0.11,8.9
6.397,1.4,0.11,8.9
6.401,1.4,0.11,8.9
6.416,1.4,0.11,8.9
6.507,1.4,0.12,9
6.518,1.4,0.12,9
6.526,1.4,0.12,9
6.531,1.4,0.12,9
6.602,1.3,0.13,9.2
6.61,1.3,0.13,9.2
6.619,1.3,0.13,9.2
6.676,1.3,0.13,9.2
6.729,1.2,0.14,9.3
6.733,1.2,0.14,9.3
6.74,1.2,0.14,9.3
6.748,1.2,0.14,9.3
6.842,0.9,0.14,9.4
6.852,0.9,0.14,9.4
6.861,0.9,0.14,9.4
6.879,0.9,0.14,9.4
6.998,0.7,0.13,9.5
7.012,0.7,0.13,9.5
7.02,0.7,0.13,9.5
7.037,0.7,0.13,9.5
7.11,0.4,0.13,9.6
7.122,0.4,0.13,9.6
7.136,0.4,0.13,9.6
7.15,0.4,0.13,9.6
7.224,0.2,0.14,9.6
7.232,0.2,0.14,9.6
7.238,0.2,0.14,9.6
7.251,0.2,0.14,9.6
7.362,0,0.15,9.6
7.371,0,0.15,9.6
7.38,0,0.15,9.6
7.397,0,0.15,9.6
7.503,0,0.15,9.6
7.505,0,0.15,9.6
7.515,0,0.15,9.6
7.52,0,0.15,9.6
7.639,0,0.14,9.6
7.72,0,0.14,9.6
7.73,0,0.14,9.6
7.736,0,0.14,9.6
7.744,0,0.13,9.6
7.75,0,0.13,9.6
7.753,0,0.13,9.6
7.765,0,0.13,9.6
7.904,0,0.11,9.6
7.91,0,0.11,9.6
7.915,0,0.11,9.6
7.919,0,0.11,9.6
8.019,0,0.11,9.6
8.021,0,0.11,9.6
8.024,0,0.11,9.6
8.027,0,0.11,9.6
8.135,0.14,0.1,9.6
8.141,0.14,0.1,9.6
8.148,0.14,0.1,9.6
8.165,0.14,0.1,9.6
8.252,0.28,0.08,9.6
8.262,0.28,0.08,9.6
8.274,0.28,0.08,9.6
8.281,0.28,0.08,9.6
8.465,0.64,0.02,9.6
8.474,0.64,0.02,9.6
8.483,0.64,0.02,9.6
8.503,0.64,0.02,9.6
8.655,0.78,0.08,9.6
8.719,0.78,0.08,9.6
8.721,0.78,0.08,9.6
8.731,0.78,0.08,9.6
8.791,1.06,0.17,9.6
8.812,1.06,0.17,9.6
8.836,1.06,0.17,9.6
8.84,1.06,0.17,9.6
8.918,1.2,0.29,9.6
8.924,1.2,0.29,9.6
8.931,1.2,0.29,9.6
8.944,1.2,0.29,9.6
9.046,1.42,0.43,9.6
9.056,1.42,0.43,9.6
9.069,1.42,0.43,9.6
9.082,1.42,0.43,9.6
9.153,1.7,0.6,9.6
9.163,1.7,0.6,9.6
9.19,1.7,0.6,9.6
9.244,1.84,0.78,9.6
9.249,1.84,0.78,9.6
9.253,1.84,0.78,9.6
9.323,2.06,0.99,9.6
9.424,2.2,1.22,9.6
9.428,2.2,1.22,9.6
9.43,2.2,1.22,9.6
9.451,2.2,1.22,9.6
9.539,2.62,1.72,9.6
9.544,2.62,1.72,9.6
9.554,2.62,1.72,9.6
9.575,2.62,1.72,9.6
9.655,2.77,2.01,9.6
9.663,2.77,2.01,9.6
9.727,2.77,2.01,9.6
9.736,2.77,2.01,9.6
9.76,2.98,2.31,9.6
9.806,2.98,2.31,9.6
9.809,2.98,2.31,9.6
9.816,2.98,2.31,9.6
9.898,3.12,2.62,9.6
9.903,3.12,2.62,9.6
9.909,3.12,2.62,9.6
9.914,3.12,2.62,9.6
10.041,3.48,3.32,9.6
10.045,3.48,3.32,9.6
10.05,3.48,3.32,9.6
10.054,3.48,3.32,9.6
10.126,3.48,3.32,9.6
10.18,3.62,3.7,9.6
10.19,3.62,3.7,9.6
10.199,3.62,3.7,9.6
10.286,3.84,4.08,9.6
10.291,3.84,4.08,9.6
10.3,3.84,4.08,9.6
10.311,3.84,4.08,9.6
10.445,4.2,4.92,9.7
10.45,4.2,4.92,9.7
10.462,4.2,4.92,9.7
10.47,4.2,4.92,9.7
10.616,4.48,5.82,9.7
10.624,4.48,5.82,9.7
10.646,4.48,5.82,9.7
10.652,4.48,5.82,9.7
10.711,4.64,6.3,9.7
10.774,4.64,6.3,9.7
10.829,4.78,6.79,9.7
10.834,4.78,6.79,9.7
10.849,4.78,6.79,9.7
10.865,4.78,6.79,9.7
10.94,4.92,7.3,9.7
10.953,4.92,7.3,9.7
10.971,4.92,7.3,9.7
10.977,4.92,7.3,9.7
11.063,5.14,7.82,9.8
11.07,5.14,7.82,9.8
11.08,5.14,7.82,9.8
11.093,5.14,7.82,9.8
11.236,5.42,8.91,9.8
11.251,5.42,8.91,9.8
11.267,5.42,8.91,9.8
11.281,5.42,8.91,9.8
11.528,5.56,9.48,9.8
11.533,5.56,9.48,9.8
11.544,5.56,9.48,9.8
11.547,5.56,9.48,9.8
11.623,5.7,10.07,9.9
11.629,5.7,10.07,9.9
11.638,5.7,10.07,9.9
11.642,5.7,10.07,9.9
11.8,6,11.28,9.9
11.86,6.14,11.91,9.9
11.864,6.14,11.91,9.9
11.869,6.14,11.91,9.9
11.939,6.44,13.22,9.9
11.944,6.44,13.22,9.9
11.955,6.44,13.22,9.9
11.977,6.44,13.22,9.9
12.096,6.52,13.89,10
12.099,6.52,13.89,10
12.106,6.52,13.89,10
12.114,6.52,13.89,10
12.203,6.47,14.57,10
12.208,6.47,14.57,10
12.218,6.47,14.57,10
12.226,6.47,14.57,10
12.38,5.85,15.85,10
12.387,5.85,15.85,10
12.394,5.85,15.85,10
12.407,5.85,15.85,10
12.479,5.52,16.43,10
12.486,5.52,16.43,10
12.492,5.52,16.43,10
12.497,5.52,16.43,10
12.602,5.25,16.97,10
12.615,5.25,16.97,10
12.618,5.25,16.97,10
12.62,5.25,16.97,10
12.697,4.89,17.48,10.1
12.707,4.89,17.48,10.1
12.712,4.89,17.48,10.1
12.719,4.89,17.48,10.1
12.788,4.61,17.95,10.1
12.793,4.61,17.95,10.1
12.81,4.61,17.95,10.1
12.872,4.61,17.95,10.1
12.936,4.3,18.38,10
12.941,4.3,18.38,10
12.952,4.3,18.38,10
12.958,4.3,18.38,10
13.134,3.67,19.14,10
13.138,3.67,19.14,10
13.148,3.67,19.14,10
13.157,3.67,19.14,10
13.224,3.31,19.46,10
13.229,3.31,19.46,10
13.234,3.31,19.46,10
13.304,3.05,19.75,10
13.33,2.79,20,10
13.333,2.79,20,10
13.346,2.79,20,10
13.415,2.44,20.23,9.9
13.486,2.21,20.43,9.9
13.495,2.21,20.43,9.9
13.498,2.21,20.43,9.9
13.506,2.21,20.43,9.9
13.597,1.65,20.76,10
13.601,1.65,20.76,10
13.605,1.65,20.76,10
13.613,1.65,20.76,10
13.741,1.24,21,10
13.744,1.24,21,10
13.749,1.24,21,10
13.754,1.24,21,10
13.869,0.92,21.09,10
13.979,0.73,21.17,10
13.997,0.73,21.17,10
14.008,0.73,21.17,10
14.026,0.73,21.17,10
14.03,0.73,21.17,10
14.039,0.73,21.17,10
14.059,0.54,21.23,10
14.064,0.54,21.23,10
14.067,0.54,21.23,10
14.075,0.54,21.23,10
14.087,0.54,21.23,10
14.195,0.42,21.29,10
14.201,0.42,21.29,10
14.215,0.42,21.29,10
14.218,0.42,21.29,10
14.292,0.33,21.32,10
14.374,0.22,21.36,9.9
14.381,0.22,21.36,9.9
14.389,0.22,21.36,9.9
14.395,0.22,21.36,9.9
14.564,0.1,21.4,9.9
14.571,0.1,21.4,9.9
14.577,0.1,21.4,9.9
14.582,0.1,21.4,9.9
14.664,0,21.41,9.9
14.672,0,21.41,9.9
14.687,0,21.41,9.9
14.698,0,21.41,9.9
14.765,0,21.43,9.9
14.77,0,21.43,9.9
14.774,0,21.43,9.9
14.792,0,21.43,9.9
15.05,0,21.45,10
15.12,0,21.45,10
15.128,0,21.45,10
15.131,0,21.45,10
15.219,0,21.47,10
15.223,0,21.47,10
15.228,0,21.47,10
15.241,0,21.47,10
15.315,0.14,21.47,10
15.317,0.14,21.47,10
15.319,0.14,21.47,10
15.322,0.14,21.47,10
15.424,0.64,21.4,10
15.433,0.64,21.4,10
15.44,0.64,21.4,10
15.448,0.64,21.4,10
15.536,0.86,21.32,10
15.727,1.14,21.21,10
15.733,1.14,21.21,10
15.739,1.14,21.21,10
15.753,1.14,21.21,10
15.86,1.36,20.93,10.1
15.863,1.36,20.93,10.1
15.873,1.36,20.93,10.1
15.876,1.36,20.93,10.1
16.116,1.5,20.63,10.1
16.183,1.5,20.63,10.1
16.191,1.5,20.63,10.1
16.212,1.5,20.63,10.1
16.276,1.5,20.48,10.1
16.288,1.5,20.48,10.1
16.292,1.5,20.48,10.1
16.301,1.5,20.48,10.1
16.394,1.5,20.32,10.1
16.399,1.5,20.32,10.1
16.412,1.5,20.32,10.1
16.424,1.5,20.32,10.1
16.489,1.5,20.18,10.1
16.501,1.5,20.18,10.1
16.505,1.5,20.18,10.1
16.523,1.5,20.18,10.1
16.6,1.44,19.89,10.2
16.606,1.44,19.89,10.2
16.609,1.44,19.89,10.2
16.616,1.44,19.89,10.2
16.827,1.45,19.62,10.1
16.837,1.45,19.62,10.1
16.842,1.45,19.62,10.1
16.851,1.45,19.62,10.1
16.916,1.45,19.48,10.1
16.923,1.45,19.48,10.1
16.932,1.45,19.48,10.1
16.946,1.45,19.48,10.1
17.075,1.45,19.21,10.1
17.078,1.45,19.21,10.1
17.081,1.45,19.21,10.1
17.085,1.45,19.21,10.1
17.178,1.45,19.08,10.1
17.247,1.45,19.08,10.1
17.311,1.36,18.95,10.1
17.335,1.36,18.95,10.1
17.342,1.36,18.95,10.1
17.35,1.36,18.95,10.1
17.409,1.31,18.82,10
17.415,1.31,18.82,10
17.441,1.31,18.82,10
17.451,1.31,18.82,10
17.517,1.31,18.69,10
17.522,1.31,18.69,10
17.531,1.31,18.69,10
17.538,1.31,18.69,10
17.641,1.31,18.43,10
17.649,1.31,18.43,10
17.655,1.31,18.43,10
17.658,1.31,18.43,10
17.771,1.3,18.17,10
17.773,1.3,18.17,10
17.793,1.3,18.17,10
17.801,1.3,18.17,10
17.93,1.3,17.91,10
17.932,1.3,17.91,10
17.941,1.3,17.91,10
17.945,1.3,17.91,10
18.105,1.3,17.66,10
18.109,1.3,17.66,10
18.112,1.3,17.66,10
18.123,1.3,17.66,10
18.212,1.22,17.54,10
18.273,1.22,17.54,10
18.279,1.22,17.54,10
18.282,1.22,17.54,10
18.341,1.22,17.41,10
18.352,1.22,17.41,10
18.36,1.22,17.41,10
18.367,1.22,17.41,10
18.444,1.22,17.29,10.1
18.457,1.22,17.29,10.1
18.46,1.22,17.29,10.1
18.474,1.22,17.29,10.1
18.59,1.22,17.17,10
18.593,1.22,17.17,10
18.601,1.22,17.17,10
18.605,1.22,17.17,10
18.694,1.17,17.04,10
18.708,1.17,17.04,10
18.719,1.17,17.04,10
18.732,1.17,17.04,10
18.784,1.09,16.91,10
18.798,1.09,16.91,10
18.806,1.09,16.91,10
18.843,1.09,16.91,10
18.908,1.09,16.78,10
18.911,1.09,16.78,10
18.913,1.09,16.78,10
18.916,1.09,16.78,10
19.167,1.08,16.66,10
19.174,1.08,16.66,10
19.18,1.08,16.66,10
19.192,1.08,16.66,10
19.279,1.08,16.54,10
19.339,1.08,16.54,10
19.346,1.08,16.54,10
19.354,1.08,16.54,10
19.401,1,16.31,10
19.404,1,16.31,10
19.407,1,16.31,10
19.413,1,16.31,10
19.536,1,16.11,10.1
19.541,1,16.11,10.1
19.545,1,16.11,10.1
19.557,1,16.11,10.1
19.768,1,16.01,10.1
19.778,1,16.01,10.1
19.784,1,16.01,10.1
19.788,1,16.01,10.1
19.861,1,15.92,10.1
19.885,1,15.92,10.1
19.888,1,15.92,10.1
19.896,1,15.92,10.1
19.963,1,15.82,10.1
19.97,1,15.82,10.1
19.982,1,15.82,10.1
19.993,1,15.82,10.1
20.123,1,15.63,10.1
20.129,1,15.63,10.1
20.172,1,15.63,10.1
20.18,1,15.63,10.1
20.245,1,15.53,10.1
20.25,1,15.53,10.1
20.254,1,15.53,10.1
20.309,1,15.44,10.1
20.389,1,15.34,10.1
20.391,1,15.34,10.1
20.395,1,15.34,10.1
20.46,1,15.25,10.1
20.466,1,15.25,10.1
20.472,1,15.25,10.1
20.477,1,15.25,10.1
20.566,1,15.05,10.1
20.574,1,15.05,10.1
20.578,1,15.05,10.1
20.582,1,15.05,10.1
20.695,1,14.85,10.1
20.706,1,14.85,10.1
20.714,1,14.85,10.1
20.72,1,14.85,10.1
20.823,1,14.75,10.1
20.825,1,14.75,10.1
20.841,1,14.75,10.1
20.847,1,14.75,10.1
20.93,1,14.65,10.1
20.938,1,14.65,10.1
20.942,1,14.65,10.1
20.947,1,14.65,10.1
21.025,1,14.55,10.1
21.032,1,14.55,10.1
21.04,1,14.55,10.1
21.044,1,14.55,10.1
21.223,1,14.35,10.1
21.226,1,14.35,10.1
21.229,1,14.35,10.1
21.237,1,14.35,10.1
21.327,1,14.25,10.1
21.411,1,14.25,10.1
21.418,1,14.25,10.1
21.431,1,14.25,10.1
21.451,1,14.14,10.1
21.472,1,14.14,10.1
21.475,1,14.14,10.1
21.492,1,14.14,10.1
21.554,1,14.04,10.1
21.557,1,14.04,10.1
21.559,1,14.04,10.1
21.562,1,14.04,10.1
21.646,1,13.93,10.1
21.702,1,13.83,10.1
21.704,1,13.83,10.1
21.707,1,13.83,10.1
21.828,1,13.73,10.1
21.837,1,13.73,10.1
21.851,1,13.73,10.1
21.854,1,13.73,10.1
21.914,1,13.63,10.1
22.005,1,13.52,10.1
22.011,1,13.52,10.1
22.023,1,13.52,10.1
22.049,1,13.52,10.1
22.152,1,13.42,10.1
22.158,1,13.42,10.1
22.161,1,13.42,10.1
22.17,1,13.42,10.1
22.246,1,13.31,10.1
22.255,1,13.31,10.1
22.265,1,13.31,10.1
22.276,1,13.31,10.1
22.426,0.94,13.1,10.1
22.486,0.94,13.1,10.1
22.489,0.94,13.1,10.1
22.498,0.94,13.1,10.1
22.558,0.94,13,10.1
22.564,0.94,13,10.1
22.57,0.94,13,10.1
22.588,0.94,13,10.1
22.647,0.94,12.89,10.1
22.653,0.94,12.89,10.1
22.656,0.94,12.89,10.1
22.734,0.94,12.78,10.1
22.822,0.94,12.68,10.1
22.834,0.94,12.68,10.1
22.839,0.94,12.68,10.1
22.855,0.94,12.68,10.1
22.936,0.94,12.58,10.1
22.944,0.94,12.58,10.1
22.947,0.94,12.58,10.1
22.952,0.94,12.58,10.1
23.06,0.94,12.49,10.1
23.063,0.94,12.49,10.1
23.065,0.94,12.49,10.1
23.067,0.94,12.49,10.1
23.16,0.94,12.39,10.1
23.164,0.94,12.39,10.1
23.166,0.94,12.39,10.1
23.17,0.94,12.39,10.1
23.29,0.94,12.29,10.1
23.299,0.94,12.29,10.1
23.307,0.94,12.29,10.1
23.312,0.94,12.29,10.1
23.511,0.94,12.2,10.1
23.566,0.94,12.2,10.1
23.576,0.94,12.2,10.1
23.581,0.94,12.2,10.1
23.671,0.94,12.11,10.1
23.679,0.94,12.11,10.1
23.685,0.94,12.11,10.1
23.698,0.94,12.11,10.1
23.796,0.86,11.92,10.1
23.817,0.86,11.92,10.1
23.825,0.86,11.92,10.1
23.829,0.86,11.92,10.1
23.92,0.86,11.64,10.1
23.922,0.86,11.64,10.1
23.931,0.86,11.64,10.1
23.947,0.86,11.64,10.1
24.103,0.86,11.64,10.1
24.113,0.86,11.64,10.1
24.123,0.86,11.64,10.1
24.13,0.86,11.64,10.1
24.204,0.94,11.46,10.2
24.208,0.94,11.46,10.2
24.213,0.94,11.46,10.2
24.236,0.94,11.46,10.2
24.348,0.92,11.27,10.2
24.354,0.92,11.27,10.2
24.369,0.92,11.27,10.2
24.377,0.92,11.27,10.2
24.555,0.92,11.17,10.2
24.627,0.93,11.08,10.2
24.638,0.93,11.08,10.2
24.642,0.93,11.08,10.2
24.724,0.93,10.98,10.1
24.727,0.93,10.98,10.1
24.736,0.93,10.98,10.1
24.739,0.93,10.98,10.1
24.84,1,10.79,10.1
24.843,1,10.79,10.1
24.855,1,10.79,10.1
24.862,1,10.79,10.1
24.959,1,10.69,10.1
24.969,1,10.69,10.1
24.974,1,10.69,10.1
24.989,1,10.69,10.1
25.069,1,10.59,10.1
25.086,1,10.59,10.1
25.095,1,10.59,10.1
25.105,1,10.59,10.1
25.147,1,10.5,10.1
25.172,1,10.5,10.1
25.238,0.95,10.4,10.1
25.253,0.95,10.4,10.1
25.261,0.95,10.4,10.1
25.266,0.95,10.4,10.1
25.342,0.95,10.3,10.1
25.345,0.95,10.3,10.1
25.348,0.95,10.3,10.1
25.352,0.95,10.3,10.1
25.558,0.95,10.21,10.1
25.613,0.95,10.11,10.1
25.619,0.95,10.11,10.1
25.622,0.95,10.11,10.1
25.709,0.95,10.01,10.1
25.711,0.95,10.01,10.1
25.717,0.95,10.01,10.1
25.72,0.95,10.01,10.1
25.876,0.94,9.81,10.1
25.887,0.94,9.81,10.1
25.895,0.94,9.81,10.1
25.902,0.94,9.81,10.1
26.017,0.94,9.72,10.1
26.026,0.94,9.72,10.1
26.028,0.94,9.72,10.1
26.033,0.94,9.72,10.1
26.118,0.95,9.62,10.1
26.121,0.95,9.62,10.1
26.126,0.95,9.62,10.1
26.166,0.95,9.62,10.1
26.214,0.94,9.52,10.1
26.217,0.94,9.52,10.1
26.225,0.94,9.52,10.1
26.301,0.94,9.42,10.1
26.31,0.94,9.42,10.1
26.33,0.94,9.42,10.1
26.34,0.94,9.42,10.1
26.464,0.94,9.24,10.1
26.475,0.94,9.24,10.1
26.482,0.94,9.24,10.1
26.492,0.94,9.24,10.1
26.579,0.94,9.14,10.1
26.64,0.94,9.05,10.1
26.643,0.94,9.05,10.1
26.656,0.94,9.05,10.1
26.702,0.94,8.95,10.1
26.705,0.94,8.95,10.1
26.71,0.94,8.95,10.1
26.717,0.94,8.95,10.1
26.839,0.94,8.77,10.1
26.847,0.94,8.77,10.1
26.853,0.94,8.77,10.1
26.871,0.94,8.77,10.1
26.928,0.94,8.77,10.1
26.931,0.94,8.77,10.1
26.946,0.94,8.77,10.1
26.949,0.94,8.77,10.1
27.038,0.94,8.58,10.1
27.042,0.94,8.58,10.1
27.05,0.94,8.58,10.1
27.055,0.94,8.58,10.1
27.146,0.95,8.49,10.1
27.155,0.95,8.49,10.1
27.161,0.95,8.49,10.1
27.164,0.95,8.49,10.1
27.235,0.95,8.4,10.1
27.243,0.95,8.4,10.1
27.246,0.95,8.4,10.1
27.254,0.95,8.4,10.1
27.362,0.94,8.3,10.1
27.373,0.94,8.3,10.1
27.385,0.94,8.3,10.1
27.395,0.94,8.3,10.1
27.49,0.94,8.21,10.1
27.493,0.94,8.21,10.1
27.496,0.94,8.21,10.1
27.506,0.94,8.21,10.1
27.695,0.94,8.03,10.1
27.765,0.94,8.03,10.1
27.772,0.94,8.03,10.1
27.775,0.94,8.03,10.1
27.858,0.94,7.94,10.1
27.864,0.94,7.94,10.1
27.875,0.94,7.94,10.1
27.891,0.94,7.94,10.1
28.036,0.94,7.85,10.1
28.042,0.94,7.85,10.1
28.075,0.94,7.85,10.1
28.078,0.94,7.85,10.1
28.163,0.94,7.76,10.1
28.175,0.94,7.76,10.1
28.189,0.94,7.76,10.1
28.203,0.94,7.76,10.1
28.278,0.94,7.66,10.1
28.288,0.94,7.66,10.1
28.3,0.94,7.66,10.1
28.312,0.94,7.66,10.1
28.423,0.95,7.47,10.1
28.437,0.95,7.47,10.1
28.442,0.95,7.47,10.1
28.461,0.95,7.47,10.1
28.516,0.95,7.38,10.1
28.524,0.95,7.38,10.1
28.579,0.94,7.28,10.1
28.594,0.94,7.28,10.1
28.694,0.95,7.18,10.1
28.703,0.95,7.18,10.1
28.786,0.95,7.09,10.1
28.788,0.95,7.09,10.1
28.82,0.95,7,10.1
28.822,0.95,7,10.1
28.832,0.95,7,10.1
28.834,0.95,7,10.1
28.948,0.95,6.9,10.1
28.953,0.95,6.9,10.1
28.961,0.95,6.9,10.1
28.968,0.95,6.9,10.1
29.066,0.94,6.72,10.1
29.068,0.94,6.72,10.1
29.074,0.94,6.72,10.1
29.079,0.94,6.72,10.1
29.235,0.94,6.63,10.1
29.244,0.94,6.63,10.1
29.248,0.94,6.63,10.1
29.266,0.94,6.63,10.1
29.37,0.94,6.53,10.1
29.379,0.94,6.53,10.1
29.389,0.94,6.53,10.1
29.398,0.94,6.53,10.1
29.471,0.94,6.44,10.1
29.481,0.94,6.44,10.1
29.501,0.94,6.44,10.1
29.523,0.94,6.44,10.1
29.56,0.94,6.35,10.1
29.568,0.94,6.35,10.1
29.579,0.94,6.35,10.1
29.602,0.94,6.35,10.1
29.671,0.94,6.26,10.1
29.678,0.94,6.26,10.1
29.689,0.94,6.26,10.1
29.702,0.94,6.26,10.1
29.805,0.94,6.09,10.1
29.867,0.94,6.09,10.1
29.87,0.94,6.09,10.1
29.874,0.94,6.09,10.1
29.891,0.94,6,10.1
29.914,0.94,6,10.1
29.921,0.94,6,10.1
29.931,0.94,6,10.1
30.013,0.94,5.91,10.1
30.018,0.94,5.91,10.1
30.026,0.94,5.91,10.1
30.039,0.94,5.91,10.1
30.103,0.94,5.82,10.1
30.111,0.94,5.82,10.1
30.115,0.94,5.82,10.1
30.188,0.94,5.73,10.1
30.198,0.94,5.73,10.1
30.303,0.94,5.65,10.1
30.313,0.94,5.65,10.1
30.324,0.94,5.65,10.1
30.327,0.94,5.65,10.1
30.394,0.95,5.56,10.1
30.4,0.95,5.56,10.1
30.413,0.95,5.56,10.1
30.427,0.95,5.56,10.1
